Ano e mês do lançamento;Código Órgão Superior;Nome Órgão Superior;Código Órgão Subordinado;Nome Órgão Subordinado;Código Unidade Gestora;Nome Unidade Gestora;Código Gestão;Nome Gestão;Código Unidade Orçamentária;Nome Unidade Orçamentária;Código Função;Nome Função;Código Subfução;Nome Subfunção;Código Programa Orçamentário;Nome Programa Orçamentário;Código Ação;Nome Ação;Código Plano Orçamentário;Plano Orçamentário;Código Programa Governo;Nome Programa Governo;Código Grupo de Despesa;Nome Grupo de Despesa;Código Elemento de Despesa;Nome Elemento de Despesa;Código Modalidade da Despesa;Modalidade da Despesa;Valor Empenhado (R$);Valor Liquidado (R$);Valor Pago (R$);Valor Restos a Pagar Inscritos (R$);Valor Restos a Pagar Cancelado (R$);Valor Restos a Pagar Pagos (R$)
2020/05;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130005;COORD.-GERAL DE EXECUCAO ORç.E FIN./DA/MAPA;1.0;TESOURO NACIONAL;22101;MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO;20;Agricultura;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;000R;OPERACAO DOS SERVICOS ADMINISTRATIVOS DA SECRETARIA DE AGRICULTURA FAMILIAR E COOPERATIVISMO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;36;Outros Serviços de Terceiros - Pessoa Física;90;Reserva de Contingência;0.0;0.0;3737.07;0.0;0.0;0.0
2020/05;26000;Ministério da Educação;26260;Universidade Federal de Alfenas;153028;UNIVERSIDADE FEDERAL DE ALFENAS;15248.0;UNIVERSIDADE FEDERAL DE ALFENAS;26260;UNIVERSIDADE FEDERAL DE ALFENAS;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI;4002;ASSISTENCIA AO ESTUDANTE DE ENSINO SUPERIOR;0003;PNAES - DECRETO N. 7.234/2010 - AUXILIO FINANCEIRO A ESTUDANTE;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;18;Auxílio Financeiro a Estudantes;90;Reserva de Contingência;0.0;-172097.2;323219.15;0.0;0.0;0.0
2020/05;26000;Ministério da Educação;26267;Universidade Federal da Integração Latino-Americana;158658;UNIV. FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;26267.0;UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA;26267;UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA;28;Encargos especiais;846;Outros encargos especiais;910;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E;00PW;CONTRIBUICOES A ENTIDADES NACIONAIS SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA;0003;CONTRIBUICAO A ASSOCIACAO GRUPO COIMBRA DE UNIVERSIDADES BRASILEIRAS (GCUB);00;NAO ATRIBUIDO;3;Outras Despesas Correntes;92;Despesas de Exercícios Anteriores;50;Transferências a Instituições Privadas sem Fins Lucrativos;9500.52;0.0;0.0;0.0;0.0;0.0
2020/05;26000;Ministério da Educação;26233;Universidade Federal do Ceará;153045;UNIVERSIDADE FEDERAL DO CEARA;15224.0;UNIVERSIDADE FEDERAL DO CEARA;26233;UNIVERSIDADE FEDERAL DO CEARA;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI;8282;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0000;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;35;Serviços de Consultoria;90;Reserva de Contingência;0.0;4150.0;4150.0;0.0;0.0;0.0
2020/05;52000;Ministério da Defesa;52131;Comando da Marinha;760000;DIRETORIA-GERAL DO PESSOAL DA MARINHA;1.0;TESOURO NACIONAL;52131;COMANDO DA MARINHA;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;MANUTENCAO GERAL;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;10010.2;0.0;0.0;0.0
2020/05;26000;Ministério da Educação;26238;Universidade Federal de Minas Gerais;153267;DEPARTAMENTO MANUT. OPER.INFRA-ESTRUTURA/UFMG;15229.0;UNIVERSIDADE FEDERAL DE MINAS GERAIS;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0000;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;47;Obrigações Tributárias e Contributivas;90;Reserva de Contingência;0.0;1229.02;0.0;0.0;0.0;0.0
2020/05;36000;Ministério da Saúde;36211;Fundação Nacional de Saúde;255009;FUNDACAO NACIONAL DE SAUDE - GO;36211.0;FUNDACAO NACIONAL DE SAUDE;36211;FUNDACAO NACIONAL DE SAUDE;10;Saúde;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0000;ADMINISTRACAO DA UNIDADE;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;91;Sentenças Judiciais;90;Reserva de Contingência;848.33;848.33;848.33;0.0;0.0;0.0
2020/05;52000;Ministério da Defesa;52121;Comando do Exército;160254;1º BATALHÃO DE INFANTARIA MECANIZADO (ES);1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;2108;PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;84233.82
2020/05;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135027;EMBRAPA/CNPTIA;13203.0;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;22202;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;20;Agricultura;573;Difusão do conhecimento científico e tecnológico;2203;PESQUISA E INOVACAO AGROPECUARIA;8924;TRANSFERENCIA DE TECNOLOGIAS PARA A INOVACAO PARA A AGROPECUARIA;0001;ESTRUTURACAO DE PROCESSOS PARA A INOVACAO PARA A AGROPECUARIA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;3190.63;200.63;200.63;0.0;0.0;0.0
2020/05;26000;Ministério da Educação;26424;Instituto Federal do Tocantins;158337;INST.FED.DO TOCANTINS/CAMPUS ARAGUATINS;26424.0;INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS;26424;INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS;12;Educação;363;Ensino profissional;2080;EDUCACAO DE QUALIDADE PARA TODOS;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;40;Serviços de Tecnologia da Informação e Comuni;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;103.97
2020/05;52000;Ministério da Defesa;52904;Fundo do Exército;167131;17 REGIMENTO DE CAVALARIA MECANIZADO;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;301;Atenção básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0003;ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;36;Outros Serviços de Terceiros - Pessoa Física;90;Reserva de Contingência;0.0;1225.2;2290.8;0.0;0.0;0.0
2020/05;26000;Ministério da Educação;26404;Instituto Federal Baiano;158277;INST.FED.BAIANO/CAMPUS SANTA INES;26404.0;INST.FED.DE EDUC.,CIENC.E TEC.BAIANO;26404;INST.FED.DE EDUC.,CIENC.E TEC.BAIANO;12;Educação;363;Ensino profissional;2080;EDUCACAO DE QUALIDADE PARA TODOS;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;32722.55
2020/05;22000;Ministério da Agricultura, Pecuária e Abastec;22211;Companhia Nacional de Abastecimento;135315;CONAB SEDE SUREG RIO GRANDE DO SUL;22211.0;COMPANHIA NACIONAL DE ABASTECIMENTO;22211;COMPANHIA NACIONAL DE ABASTECIMENTO;20;Agricultura;125;Normatização e fiscalização;1031;AGROPECUARIA SUSTENTAVEL;2137;FISCALIZACAO DOS ESTOQUES E DAS OPERACOES DE GARANTIA E SUSTENTACAO DE PRECOS NA COMERCIALIZACAO DE PRODUTOS AGROPECUARIOS;0000;FISCALIZACAO DOS ESTOQUES E DAS OPERACOES DE GARANTIA E SUSTENTACAO DE PRECOS NA COMERCIALIZACAO DE PRODUTOS AGROPECUARIOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;33;Passagens e Despesas com Locomoção;90;Reserva de Contingência;0.0;1233.0;1138.27;0.0;0.0;0.0
2020/05;52000;Ministério da Defesa;52121;Comando do Exército;160351;HOSPITAL DE GUARNICAO DE PORTO VELHO;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0006;ALIMENTACAO DE MILITARES EM RANCHO;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;424.76;8942.17;5858.5;0.0;0.0;0.0
2020/05;26000;Ministério da Educação;26404;Instituto Federal Baiano;158129;INST FED DE EDUC CIENC E TECNOLOGIA BAIANO;26404.0;INST.FED.DE EDUC.,CIENC.E TEC.BAIANO;26404;INST.FED.DE EDUC.,CIENC.E TEC.BAIANO;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0000;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;47;Obrigações Tributárias e Contributivas;90;Reserva de Contingência;0.0;265.74;0.0;0.0;0.0;0.0
2020/05;52000;Ministério da Defesa;52904;Fundo do Exército;167212;27 BATALHAO LOGISTICO;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0000;ADMINISTRACAO DA UNIDADE;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;30;Material de Consumo;90;Reserva de Contingência;0.0;0.0;840.0;0.0;0.0;0.0
2020/05;25000;Ministério da Economia;20202;Fundação Escola Nacional de Administração Pública;114702;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;11401.0;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;25302;FUNDACAO ESCOLA DE ADMINISTRACAO PUBLICA-ENAP;4;Administração;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;00;NAO ATRIBUIDO;1;Pessoal e Encargos Sociais;11;Vencimentos e Vantagens Fixas - Pessoal Civil;90;Reserva de Contingência;0.0;0.0;1965872.16;0.0;0.0;0.0
2020/05;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo direto;257027;DISTRITO SANIT.ESP.INDIGENA - MANAUS;1.0;TESOURO NACIONAL;36901;FUNDO NACIONAL DE SAUDE;10;Saúde;423;Assistência aos povos indígenas;5022;PROTECAO, PROMOCAO E RECUPERACAO DA SAUDE INDIGENA;20YP;PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA;0000;PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;92;Despesas de Exercícios Anteriores;90;Reserva de Contingência;0.0;0.0;37515.95;0.0;0.0;0.0
2020/05;30000;Ministério da Justiça e Segurança Pública;30802;Departamento de Polícia Rodoviária Federal;200120;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MT;1.0;TESOURO NACIONAL;30107;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL;6;Segurança pública;181;Policiamento;2081;JUSTICA, CIDADANIA E SEGURANCA PUBLICA;2723;POLICIAMENTO, FISCALIZACAO, COMBATE A CRIMINALIDADE E CORRUPCAO;0006;AQUISICAO DE VIATURAS;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;204000.0
2020/05;52000;Ministério da Defesa;52121;Comando do Exército;160537;COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;153;Defesa terrestre;2058;DEFESA NACIONAL;156M;MODERNIZACAO ESTRATEGICA E OPERACIONAL DO EXERCITO BRASILEIRO;000A;REARTICULACAO DO EXERCITO NA REGIAO AMAZONICA (PROJETO AMAZONIA PROTEGIDA);00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;0.0;0.0;0.0;0.0;0.0;1515.96
2020/05;30000;Ministério da Justiça e Segurança Pública;30202;Fundação Nacional do Índio;194151;FUNAI-DIRETORIA DE PROTEÇÃO TERRITORIAL;19208.0;FUNDACAO NACIONAL DO INDIO;30202;FUNDACAO NACIONAL DO INDIO;14;Direitos da cidadania;125;Normatização e fiscalização;617;PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS;20UF;REGULARIZACAO, DEMARCACAO E FISCALIZACAO DE TERRAS INDIGENAS E PROTECAO DOS POVOS INDIGENAS ISOLADOS;0002;IDENTIFICACAO, DELIMITACAO, DEMARCACAO E REGULARIZACAO DE TERRAS INDIGENAS E DE RESERVAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;14;Diárias - Civil;90;Reserva de Contingência;0.0;9371.43;7756.08;0.0;0.0;0.0
2020/05;52000;Ministério da Defesa;52904;Fundo do Exército;167069;COMANDO LOGISTICO;1.0;TESOURO NACIONAL;52921;FUNDO DO EXERCITO;5;Defesa nacional;125;Normatização e fiscalização;6012;DEFESA NACIONAL;2919;REGISTRO E FISCALIZACAO DE PRODUTOS CONTROLADOS;0000;REGISTRO E FISCALIZACAO DE PRODUTOS CONTROLADOS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;40;Serviços de Tecnologia da Informação e Comuni;90;Reserva de Contingência;1200.0;0.0;0.0;0.0;0.0;0.0
2020/05;52000;Ministério da Defesa;52131;Comando da Marinha;785340;CAPITANIA DOS PORTOS DE SANTA CATARINA;1.0;TESOURO NACIONAL;52931;FUNDO NAVAL;5;Defesa nacional;125;Normatização e fiscalização;6012;DEFESA NACIONAL;21BY;FISCALIZACAO DA NAVEGACAO AQUAVIARIA;0001;REGISTRO E FISCALIZACAO DE EMBARCACOES;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;-2225.0;0.0;0.0;0.0;0.0;0.0
2020/05;52000;Ministério da Defesa;52121;Comando do Exército;160247;32º BATALHÃO DE INFANTARIA LEVE-MONTANHA;1.0;TESOURO NACIONAL;52121;COMANDO DO EXERCITO;5;Defesa nacional;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0004;MANUTENCAO GERAL;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;895.8;0.0;0.0;0.0;0.0;0.0
2020/05;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155008;EBSERH HUPI;26443.0;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;36901;FUNDO NACIONAL DE SAUDE;10;Saúde;302;Assistência hospitalar e ambulatorial;5018;ATENCAO ESPECIALIZADA A SAUDE;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;0000;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;92;Despesas de Exercícios Anteriores;90;Reserva de Contingência;55237.21;0.0;0.0;0.0;0.0;0.0
2020/05;30000;Ministério da Justiça e Segurança Pública;30202;Fundação Nacional do Índio;194011;COORDENAÇÃO REGIONAL BAIXO TOCANTINS/PA;19208.0;FUNDACAO NACIONAL DO INDIO;30202;FUNDACAO NACIONAL DO INDIO;14;Direitos da cidadania;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;OUTRAS DESPESAS ADMINISTRATIVAS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;14;Diárias - Civil;90;Reserva de Contingência;19222.2;0.0;0.0;0.0;0.0;0.0
2020/05;37000;Controladoria-Geral da União;37000;Controladoria-Geral da União - Unidades com vínculo direto;370002;COORDENçãO-GERAL DE GESTãO DE PESSOAS;1.0;TESOURO NACIONAL;37101;MINIST. DA TRANSPARENCIA, FISCALIZACAO E CGU;4;Administração;331;Proteção e benefícios ao trabalhador;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;0005;AUXILIO-ALIMENTACAO DE CIVIS;00;NAO ATRIBUIDO;3;Outras Despesas Correntes;96;Ressarcimento de Despesas de Pessoal Requisit;90;Reserva de Contingência;0.0;22165.94;22165.94;0.0;0.0;0.0
2020/05;30000;Ministério da Justiça e Segurança Pública;30202;Fundação Nacional do Índio;194047;FUNAI-COORDENAçãO REGIONAL DO LITORAL SUL/SC;19208.0;FUNDACAO NACIONAL DO INDIO;30202;FUNDACAO NACIONAL DO INDIO;14;Direitos da cidadania;122;Administração geral;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2000;ADMINISTRACAO DA UNIDADE;0001;OUTRAS DESPESAS ADMINISTRATIVAS;00;NAO ATRIBUIDO;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;0.0;1380.0;1380.0;0.0;0.0;0.0
